Expiry,Class,Scheme,IC,Entropy,Length,Z_Length,TFIDF_S,TFIDF_H,TFIDF_J
35454950,0,0,0.05079365,3.8292398,36,-0.5394251657978919,0.0,0.0,2.050626073069968
35454950,0,0,0.07692308,2.8731406,13,-0.7259449094926529,0.0,0.0,2.050626073069968
64398951,0,0,0.03988604,3.9023116,27,-0.6124111524610593,0.0,0.0,2.050626073069968
0,0,0,0.050574712,3.80291,30,-0.5880824902400035,0.0,0.0,2.050626073069968
0,0,0,0.1094539,3.9392364,131,0.2309824712022077,0.0,0.0,0.0
32866557,0,0,0.09340331,4.0207376,217,0.92840412153914,0.0,0.0,2.050626073069968
0,0,0,1.0,-0.0,1,-0.823259558376876,0.0,0.0,2.050626073069968
3186466569,0,0,0.058479533,3.3918927,19,-0.6772875850505413,0.0,0.0,2.050626073069968
0,0,0,0.13925366,3.639582,146,0.3526257823074866,0.0,0.0,0.0
96021385,0,0,0.09818819,3.201659,59,-0.352905422103131,0.0,0.0,2.050626073069968
96021385,0,0,0.042004485,4.8234124,341,1.933988826676112,0.0,0.0,2.050626073069968
0,0,1,0.054863274,4.2469554,108,0.04446272750744673,0.0,0.0,2.050626073069968
32866585,0,0,0.11456125,4.2938223,337,1.901550610381371,3.8579809951275723,0.0,0.0
32866585,1,0,0.070654735,4.777101,386,2.298918759991949,0.0,0.0,0.0
119266587,0,0,0.17673631,3.4343421,231,1.0419378785707336,0.0,0.0,0.0
2732358400,0,0,0.039215688,4.3225794,52,-0.4096723006189278,0.0,0.0,2.050626073069968
3186466586,0,0,0.060240965,4.1069417,83,-0.15827612433468474,0.0,0.0,2.050626073069968
32866586,0,0,0.07692308,2.8731406,13,-0.7259449094926529,0.0,0.0,2.050626073069968
64398986,0,0,0.05873016,3.7045114,36,-0.5394251657978919,0.0,0.0,2.050626073069968
95934986,0,0,0.040169135,4.094907,44,-0.47454873320840985,0.0,0.0,0.0
64398986,0,0,0.046306897,4.7797284,397,2.388123854802487,0.0,0.0,2.050626073069968
0,0,0,0.06410257,2.9312088,13,-0.7259449094926529,0.0,0.0,2.050626073069968
0,0,0,0.07692308,2.8731406,13,-0.7259449094926529,0.0,0.0,2.050626073069968
90558606,0,0,0.04563492,4.830303,64,0.506113541643511,0.0,0.0,0.0
0,0,0,0.024025975,4.9072413,56,0.34471058986653713,0.0,0.0,0.0
74848462,0,0,0.0997151,3.0800993,27,-0.24037511032499317,0.0,0.0,1.8073549220576042
59049075,0,0,1.0,-0.0,1,-0.7649347036001583,0.0,0.0,1.8073549220576042
51276400,0,0,0.052873563,3.6477427,30,-0.17984900340862797,0.0,0.0,1.8073549220576042
30105084,0,0,1.0,-0.0,1,-0.7649347036001583,0.0,0.0,1.8073549220576042
30105084,0,0,0.047342993,4.0458627,46,0.14295690014531978,0.0,0.0,1.8073549220576042
30105084,0,0,1.0,-0.0,1,-0.7649347036001583,0.0,0.0,1.8073549220576042
27513149,0,0,0.033455435,4.632143,91,1.0508485038907978,0.0,0.0,1.8073549220576042
0,1,0,0.05645161,3.6442475,32,-0.13949826546438449,0.0,4.129283016944967,0.0
0,0,0,1.0,-0.0,1,-0.7649347036001583,0.0,0.0,0.0
0,0,0,0.1498464,3.714806,188,3.007859294186606,0.0,0.0,0.0
0,0,0,0.0,2.807355,7,-0.6438824897674278,0.0,0.0,0.0
59049097,0,0,0.08888889,2.6464393,10,-0.5833563828510626,0.0,0.0,0.0
27516702,0,0,0.005291005,4.450212,28,-0.22019974135287143,0.0,0.0,1.8073549220576042
27516702,0,0,0.0163647,4.8467207,59,0.4052366967829023,0.0,0.0,1.8073549220576042
28377103,0,0,0.0,2.321928,5,-0.6842332277116713,0.0,0.0,1.8073549220576042
30105103,0,0,0.043687522,4.2818527,74,0.7078672313647283,0.0,0.0,1.8073549220576042
0,0,0,1.0,-0.0,1,-0.7649347036001583,0.0,0.0,1.8073549220576042
0,0,0,0.0,2.0,4,-0.7044085966837931,0.0,0.0,1.8073549220576042
90671506,0,0,0.047348484,3.7526004,33,-0.11932289649226276,0.0,0.0,1.8073549220576042
0,0,1,0.20512821,1.9500637,13,-0.5228302759346974,0.0,0.0,1.8073549220576042
90585107,0,0,0.0602537,3.9957128,44,0.10260616220107631,0.0,0.0,0.0
59049108,0,0,0.061561562,3.9927087,37,-0.038621420603775825,0.0,0.0,1.8073549220576042
59049108,0,0,0.11548779,4.3102913,212,3.4920681495175274,0.0,0.0,1.8073549220576042
59049108,0,0,0.0,3.4594316,11,-0.5631810138789409,0.0,0.0,1.8073549220576042
30105108,0,0,1.0,-0.0,1,-0.7649347036001583,0.0,0.0,1.8073549220576042
58617108,0,0,0.078901224,3.5983906,59,0.4052366967829023,0.0,0.0,1.8073549220576042
27514908,0,0,0.06721216,3.8174148,59,0.4052366967829023,0.0,0.0,1.8073549220576042
207513109,0,0,0.036545828,4.6533537,117,1.575408097165963,0.0,0.0,1.8073549220576042
13301580709,0,0,0.08974359,2.7192945,13,-0.5228302759346974,0.0,0.0,1.8073549220576042
13301580709,0,0,0.08974359,2.7192945,13,-0.5228302759346974,0.0,0.0,1.8073549220576042
13301580709,0,0,1.0,-0.0,1,-0.7649347036001583,0.0,0.0,1.8073549220576042
0,0,0,0.09150327,2.9749374,18,-0.4219534310740888,0.0,0.0,1.8073549220576042
27589518,0,0,0.0,2.321928,5,-0.6842332277116713,0.0,0.0,0.0
77257526,0,0,0.07076923,3.3346791,26,1.0182401265274337,0.0,0.0,0.0
61457805,0,0,0.11111111,2.4464393,10,-0.1594833933115257,0.0,0.0,0.0
61457814,0,0,1.0,-0.0,1,-0.8219528732209403,0.0,0.0,0.0
0,0,0,0.0,1.5849625,3,-0.6747374332410704,0.0,1.0,0.0
0,1,0,0.07459678,3.566428,32,1.4598864464670436,0.0,1.0,0.0
29925754,0,0,1.0,-0.0,1,-0.8219528732209403,0.0,0.0,0.0
26437808,0,0,0.0,1.0,2,-0.7152816976385906,0.0,0.0,0.4150374992788437
57887430,0,0,0.06666667,2.7219281,10,0.0,0.0,0.0,0.0
0,0,0,0.0,2.5849626,6,-0.3576408488192953,0.0,0.0,0.4150374992788437
57887440,0,0,1.0,-0.0,1,-0.8046919098434144,0.0,0.0,0.0
0,0,0,1.0,-0.0,1,-0.8046919098434144,0.0,0.0,0.0
57887440,1,0,0.06666667,2.251629,6,-0.3576408488192953,0.0,1.2630344058337937,0.0
57887440,1,0,0.0625,3.566428,32,1.9670246685061243,0.0,1.2630344058337937,0.0
36719440,0,0,0.045454547,2.9182959,12,0.17882042440964765,0.0,0.0,0.0
0,0,0,0.04637097,3.7417293,32,1.9670246685061243,0.0,1.2630344058337937,0.0
0,0,0,0.0,1.5849625,3,-0.6258714854337668,0.0,1.2630344058337937,0.0
27215447,0,0,0.043956045,3.2359264,14,0.3576408488192953,0.0,0.0,0.4150374992788437
0,0,0,1.0,-0.0,1,-0.8046919098434144,0.0,0.0,0.4150374992788437
0,1,1,0.06653226,3.5746987,32,-0.44819734358204677,0.0,0.7369655941662062,0.0
349436507,0,0,0.16366208,3.188609,447,1.7820412365924065,0.0,0.0,0.0
349436507,0,0,0.021645023,4.061482,22,-0.5019380322609492,0.0,0.0,0.0
0,1,0,0.11029412,2.8163075,17,-0.5288083766004005,0.0,0.0,0.0
349436519,1,0,0.025131501,4.791719,59,-0.30309748414901005,0.0,0.7369655941662062,0.0
0,1,0,0.054435484,3.6709585,32,0.3029052162186045,0.0,2.700439718141092,0.0
58694883,0,0,0.0,2.321928,5,-0.42531211866310914,0.0,0.0,0.0
58694883,0,0,0.0,1.0,2,-0.5062251558721884,0.0,0.0,0.0
58694883,0,0,0.0,1.0,2,-0.5062251558721884,0.0,0.0,0.0
58694883,0,0,0.0,2.5849626,6,-0.3983411062600827,0.0,0.0,0.0
0,0,0,1.0,-0.0,1,-0.5331961682752149,0.0,0.0,0.7004397181410922
0,0,0,0.0,2.321928,5,-0.42531211866310914,0.0,0.0,0.7004397181410922
90230884,0,0,0.18719211,2.770763,29,0.22199217900952523,0.0,0.0,0.7004397181410922
27159185,0,0,0.03508772,3.2608283,19,-0.04771794502073909,0.0,0.0,0.7004397181410922
58694886,0,0,1.0,-0.0,1,-0.5331961682752149,0.0,0.0,0.7004397181410922
342518898,0,0,0.031696383,4.896729,139,3.1888035433424324,0.0,0.0,0.0
58694898,0,0,0.08888889,2.6464393,10,-0.29045705664797694,0.0,0.0,0.0
27159221,0,0,0.03508772,3.2608283,19,-0.04771794502073909,0.0,0.0,0.7004397181410922
58699005,0,0,0.4,1.2516291,6,-0.6071757381648138,0.0,0.0,0.0
58699005,0,0,0.06666667,2.7219281,10,-0.5494803060315058,0.0,0.0,0.0
58699005,0,0,0.4,1.2516291,6,-0.6071757381648138,0.0,0.0,0.0
0,0,0,0.12280702,2.7550576,19,-0.41966558373156254,0.0,0.0,0.0
27166605,0,0,0.0,2.0,4,-0.636023454231468,0.0,0.0,0.0
29755005,0,0,0.12280702,2.7550576,19,-0.41966558373156254,0.0,0.0,0.22239242133644802
184929406,0,0,0.0,1.5849625,3,-0.650447312264795,0.0,0.0,0.22239242133644802
28027016,0,0,0.0,1.0,2,-0.664871170298122,0.0,0.0,0.22239242133644802
27163026,0,0,0.014705882,3.7345216,17,-0.4485132997982166,0.0,0.0,0.22239242133644802
0,0,0,0.049786627,3.9182084,38,-0.14561228109834903,0.0,0.0,0.0
58699022,1,0,0.056210693,3.9431307,160,1.6140983989675481,0.0,0.0,0.0
58699022,0,0,0.02631579,3.821928,20,-0.4052417256982355,0.0,0.0,0.0
58699022,0,0,0.037002776,4.4660516,47,-0.015797558798405786,0.0,0.0,0.0
0,0,0,0.017811704,5.430192,132,1.2102303740343914,0.0,0.0,0.0
744377200,0,0,1.0,-0.0,1,-0.6792950283314491,0.0,0.0,0.0
27166638,0,0,0.043712318,4.643836,216,2.4218344488338617,0.0,0.0,0.0
27249438,0,0,1.0,-0.0,1,-0.6792950283314491,0.0,0.0,0.0
27163098,0,0,0.08275233,4.321227,210,2.3352913006338993,0.0,0.0,0.0
27166638,0,0,0.033646323,4.507556,72,0.3447988920347699,0.0,0.0,0.0
0,0,0,0.4,1.2516291,6,-0.6071757381648138,0.0,0.0,0.0
27172039,1,0,0.11904762,2.819958,21,-0.3908178676649085,0.0,0.0,0.0
212122479,0,0,0.09166667,2.9528196,16,-0.6800630178623001,0.0,0.0,0.0
0,0,0,0.023376623,4.9050455,56,-0.16940197917869573,0.0,0.0,0.0
27518641,0,0,0.33333334,0.91829586,3,-0.8460278554344715,0.0,0.0,0.0
342792243,0,0,0.08199643,3.3552907,34,-0.4502655504546781,0.0,0.0,0.0
90470871,0,0,0.048611112,4.597678,64,-0.06726977144197485,0.0,0.0,0.0
0,0,0,0.023376623,4.8445663,56,-0.16940197917869573,0.0,0.0,0.0
74767631,0,0,0.05846154,3.4885254,26,-0.552397758191399,0.0,0.0,0.7004397181410922
342792242,0,0,0.07777778,3.5510173,36,-0.4247324985204979,0.0,0.0,0.7004397181410922
70632243,0,0,0.05645161,3.691428,32,-0.4757986023888583,0.0,0.0,0.7004397181410922
122040244,0,0,0.070393376,3.7682202,70,0.009329384360565792,0.0,0.0,0.7004397181410922
342980799,0,0,0.029645147,4.7990775,178,1.3881141888062976,0.0,0.0,0.0
342980799,0,0,0.021960784,4.5672383,51,-0.23323460901414628,0.0,0.0,0.0
342980799,1,0,0.06049084,3.9600627,264,2.4860354219760468,0.0,0.0,0.0
343051472,0,0,0.01503011,5.797631,284,2.741365941317849,0.0,0.0,0.0
0,0,0,0.0,1.5849625,3,-0.8460278554344715,0.0,0.0,0.0
0,0,0,0.04286804,4.388884,115,0.5838230528796207,0.0,0.0,0.0
90470890,0,0,0.037698414,4.8505697,64,-0.06726977144197485,0.0,0.0,0.0
0,0,0,0.024025975,4.8693314,56,-0.16940197917869573,0.0,0.0,0.0
342792278,0,0,0.1396048,3.5122275,97,0.3540255854719987,0.0,0.0,0.7004397181410922
342792278,0,0,0.13333334,1.9182959,6,-0.8077282775332011,0.0,0.0,0.7004397181410922
27432293,0,0,0.13333334,1.9182959,6,-0.8077282775332011,0.0,0.0,0.7004397181410922
27518679,0,0,0.33333334,0.91829586,3,-0.8460278554344715,0.0,0.0,0.7004397181410922
0,0,0,1.0,-0.0,1,-0.8715609073686517,0.0,0.0,0.7004397181410922
90504279,0,0,0.05873016,3.708003,36,-0.4247324985204979,0.0,0.0,0.7004397181410922
58968281,0,0,0.06694251,4.3105063,202,1.69451081201646,0.0,0.0,0.7004397181410922
27434082,0,0,0.05574913,3.9540706,42,-0.34813334271795726,0.0,0.0,0.0
79527623,1,0,0.05645161,3.6556392,32,0.0,0.0,0.0,0.0
207145000,0,0,0.04541063,3.8932638,46,-0.16907065846910158,0.0,0.7369655941662062,0.0
28944082,0,0,1.0,-0.0,1,-0.7634596921495369,0.0,0.0,0.0
0,0,0,0.10331825,3.5007014,52,-0.0898187873117102,0.0,0.0,0.0
0,1,0,0.017237457,5.630766,188,1.7065569589224943,0.0,0.7369655941662062,0.0
57888116,0,0,0.04761905,2.5216405,7,-0.6842078209921456,0.0,0.0,0.0
0,0,0,0.06666667,2.251629,6,-0.7344132496432886,0.0,0.0,0.13750352374993502
37490946,0,0,0.034920637,4.215355,36,-0.4340955639155497,0.0,0.0,0.13750352374993502
36886994,0,0,1.0,-0.0,1,-0.7844661972645783,0.0,0.0,0.0
667606154,0,0,0.012630662,5.828712,288,2.088572996197456,0.0,0.0,0.0
667606154,1,0,0.011188812,5.2828083,66,-0.1337778781878109,0.0,0.0,0.0
667606154,0,0,0.012238494,5.8900323,240,1.6080646990330743,1.8744691179161412,0.0,0.0
0,0,0,0.009661836,4.9255233,46,-0.33398966867297014,1.8744691179161412,0.0,0.0
712787202,0,0,0.013069909,5.6762905,141,0.6170163361315362,0.0,0.0,0.0
712787201,1,0,0.064327486,3.2210972,19,-0.6042755858279351,0.0,0.0,0.0
712787201,0,0,0.10909091,2.4817145,11,-0.6843603020219987,0.0,0.0,0.0
712787201,1,0,0.09356725,2.9053078,19,-0.6042755858279351,0.0,0.0,0.0
184149760,0,0,0.0,3.5849626,12,-0.19088542889273333,0.0,0.0,0.0
27679418,1,0,0.058467742,3.691428,32,1.0816840970588222,0.0,0.0,0.0
27679418,0,0,1.0,-0.0,1,-0.8907986681660889,0.0,0.0,0.0
342589672,0,0,0.032258064,4.2028193,32,-0.31164451247899966,0.0,0.0,0.0
342589696,1,0,0.016272023,5.511104,134,1.4543410582353318,0.0,0.0,0.0
342589699,0,0,0.0,1.0,2,-0.8310520332773325,0.0,0.0,0.0
0,0,0,0.088709675,3.3273191,32,-0.31164451247899966,0.0,0.0,0.0
39416622,0,0,1.0,-0.0,1,-1.1014938413573354,0.0,0.0,0.8073549220576041
37429431,1,0,0.02413273,4.709867,52,1.3109804001430865,0.0,0.0,0.0
37429431,1,0,0.07459678,3.5153196,32,0.364912070142921,0.0,0.0,0.0
39416631,1,0,0.018461538,4.209867,26,0.08109157114287137,0.0,1.8073549220576042,0.0
39416653,0,0,0.11111111,2.4464393,10,-0.675763092857261,0.0,0.0,0.8073549220576041
39416656,0,0,0.043439716,4.2527056,48,1.1217667341430533,0.0,0.0,0.8073549220576041
39416656,0,0,1.0,-0.0,1,-1.1014938413573354,0.0,0.0,0.8073549220576041
0,1,0,0.045912653,4.283469,95,1.1285529853737573,0.0,0.0,0.0
29218155,0,0,0.0,3.807355,14,-0.7758801774444581,0.0,0.0,0.0
26712559,0,0,0.050403226,3.6053379,32,-0.35267280792929917,0.0,0.0,0.0
90747099,0,0,0.05316575,4.1343617,173,0.9948279937718654,0.0,0.0,1.3536369546147005
0,0,0,1.0,-0.0,1,-0.7022567597259783,0.0,0.0,1.3536369546147005
0,0,0,0.0,2.0,4,-0.6726564442579926,0.0,0.0,1.3536369546147005
973668712,0,1,0.071428575,2.5,8,-0.6331893569673451,0.0,0.0,0.0
973668712,0,1,0.047511313,4.081578,52,-0.19905139677022235,0.0,0.0,0.0
0,0,0,0.05873016,3.7153547,36,-0.35691974593281245,0.0,2.938599455335857,0.0
0,0,0,0.11904762,2.891852,21,-0.5049213232727406,0.0,0.0,0.0
0,0,0,0.014705882,3.8521688,17,-0.5443884105633882,0.0,0.0,1.3536369546147005
0,0,1,0.05079365,3.7873018,36,-0.35691974593281245,0.0,2.938599455335857,0.0
27590596,0,0,0.050819673,4.234279,61,-0.11025045036626542,0.0,0.0,1.3536369546147005
59124736,0,0,0.046062004,4.6893835,354,2.780713693673666,0.0,0.0,1.3536369546147005
0,0,0,0.122962154,3.983378,349,2.731379834560357,0.0,0.0,1.3536369546147005
0,0,0,0.021645023,3.788755,22,-0.4950545514500788,0.0,0.0,1.3536369546147005
0,0,0,0.04137931,3.7395723,30,-0.4161203768687837,0.0,0.0,1.3536369546147005
0,0,0,0.015151516,3.0220551,12,-0.5937222696766976,0.0,0.0,1.3536369546147005
37956737,0,0,0.062184874,3.6220005,35,-0.36678651775547433,0.0,0.0,0.0
0,0,1,0.20512821,1.9500637,13,-0.5838554978540358,0.0,0.0,1.3536369546147005
90747137,0,0,0.04217763,4.7543726,208,1.3401650075650313,0.0,0.0,1.3536369546147005
0,1,0,0.022959184,4.726755,49,-0.228651712238208,3.523561956057013,0.0,0.0
90660737,0,0,0.0602537,3.9048038,44,-0.2779855713515174,0.0,0.0,0.0
28193537,0,0,0.0,3.9068906,15,-0.564121954208712,0.0,0.0,1.3536369546147005
30180737,0,0,0.09388336,3.2115045,38,-0.3371862022874887,0.0,0.0,1.3536369546147005
0,0,1,0.07317073,3.9016907,82,0.0969517579096341,0.0,0.0,1.3536369546147005
0,0,0,0.0,2.0,4,-0.9245413421183555,0.0,0.0,0.0
342921328,0,0,0.06535948,3.1971598,18,0.21753913932196595,0.0,0.0,0.0
342921328,0,0,0.018181818,3.0957952,11,-0.3535011013981948,0.0,0.0,0.0
74896721,0,0,0.06769231,3.4116023,26,0.8701565572878639,0.0,0.0,0.0
30153369,1,0,0.054435484,3.628928,32,1.3596196207622873,0.0,0.0,0.0
342921374,0,0,1.0,-0.0,1,-1.1692728738555673,0.0,0.0,0.0
209530208,0,0,0.08974359,2.7192945,13,-0.16240183833737912,0.0,0.0,0.8845227825800641
900730210,0,0,0.2090909,2.6897485,45,1.0368732755386516,0.0,0.0,0.8845227825800641
36816610,0,0,1.0,-0.0,1,-0.6121300060408906,0.0,0.0,0.0
194496619,1,0,0.10714286,2.25,8,-0.3497885748805089,0.0,0.0,0.0
194496619,1,0,0.04761905,2.5216405,7,-0.38726592218913486,0.0,0.0,0.0
194496619,0,0,0.06854839,3.5695488,32,0.5496677605265141,0.0,0.0,0.0
194496619,0,0,0.33333334,0.91829586,3,-0.5371753114236387,0.0,0.0,0.0
194496619,0,0,1.0,-0.0,1,-0.6121300060408906,0.0,0.0,0.0
194496619,0,0,0.33333334,0.91829586,3,-0.5371753114236387,0.0,0.0,0.0
194496619,0,0,1.0,-0.0,1,-0.6121300060408906,0.0,0.0,0.0
194496619,0,0,0.06410257,2.9312088,13,-0.16240183833737912,0.0,0.0,0.0
194496619,0,0,0.33333334,0.91829586,3,-0.5371753114236387,0.0,0.0,0.0
36732019,0,0,0.05451128,3.988862,57,1.4866014432421633,0.0,0.0,0.0
0,0,0,0.2,1.5219281,5,-0.46222061680638676,0.0,0.0,0.8845227825800641
36730403,0,0,0.0,2.0,4,-0.4996979641150127,0.0,0.0,0.8845227825800641
0,0,0,1.0,-0.0,1,-0.6121300060408906,0.0,0.0,0.8845227825800641
36816624,0,0,1.0,-0.0,1,-0.6121300060408906,0.0,0.0,0.8845227825800641
68266244,0,0,0.014705882,3.7345216,17,-0.012492449102875275,0.0,0.0,0.0
36732045,0,0,0.045519203,3.9354458,38,0.7745318443782698,0.0,0.0,0.8845227825800641
36732045,0,0,0.33333334,0.91829586,3,-0.5371753114236387,0.0,0.0,0.8845227825800641
209530245,0,0,1.0,-0.0,1,-0.6121300060408906,0.0,0.0,0.8845227825800641
39322245,0,0,0.0,2.5849626,6,-0.4247432694977608,0.0,0.0,0.8845227825800641
99802245,0,0,0.041269843,3.7289722,36,0.6995771497610179,0.0,0.0,0.8845227825800641
216730245,0,0,0.038314175,4.69805,117,3.735242281759721,0.0,0.0,0.8845227825800641
0,0,0,0.036363635,3.0957952,11,-0.673082624088303,0.0,0.0,0.0
62845194,0,0,0.053968254,3.760067,36,-0.3522275596394297,0.0,0.0,1.1699250014423124
62845194,0,0,0.06713955,4.3269234,202,1.7782500683010884,0.0,0.0,1.1699250014423124
346669194,0,0,0.08888889,3.4025457,36,-0.3522275596394297,0.0,0.0,1.1699250014423124
0,1,1,0.038306452,3.8042293,32,-0.40356436995124945,0.0,0.0,0.0
0,0,0,0.18181819,2.4040098,11,-0.673082624088303,0.0,0.0,0.0
346669227,0,0,0.14338043,3.5745623,196,1.7012448528333588,0.0,0.0,1.1699250014423124
346669227,0,0,0.11707317,3.1466935,41,-0.2880565467496551,0.0,0.0,1.1699250014423124
31309242,0,0,0.13333334,1.9182959,6,-0.7372536369780777,0.0,0.0,1.1699250014423124
2256384462,0,0,0.09625668,3.139262,34,-0.3754110059864635,0.0,0.0,0.0
0,0,0,0.037786774,4.1023517,39,-0.34510717359439375,0.0,0.0,0.0
341751202,0,0,0.09625668,3.139262,34,-0.3754110059864635,0.0,0.0,0.0
775888000,0,0,0.014492754,4.0535088,24,-0.43601867077060286,0.0,0.0,0.0
1422782450,0,0,1.0,-0.0,1,-0.5754162997741236,0.0,0.0,0.0
0,0,0,0.0144818975,5.1554317,90,-0.0360080831952828,0.0,0.0,0.0
2173874881,0,0,0.012879432,5.9322853,376,1.6973711296311043,0.0,1.5025003405291835,0.0
0,0,1,0.07258064,3.4650183,32,-0.38753253894329137,0.0,0.0,0.0
2173874881,0,0,0.009513742,4.942275,44,-0.31480334120232406,0.0,1.5025003405291835,0.0
2173874881,1,0,0.024686942,4.8628674,130,0.20642257594127483,0.0,0.0,0.0
2173874881,0,0,0.014245015,4.134336,27,-0.41783637133536106,0.0,0.0,0.0
0,0,0,0.013487872,5.9336333,640,3.297413479932384,0.0,1.5025003405291835,0.0
0,0,0,0.0,2.321928,5,-0.5511732338604678,0.0,0.0,0.0
2173874881,0,0,0.009090909,5.2803946,56,-0.24207414346135678,0.0,1.5025003405291835,0.0
2173874884,0,0,0.043333333,3.6234653,25,-0.42995790429218894,0.0,0.0,0.0
0,0,0,0.0,3.321928,10,-0.520869401468398,0.0,0.0,0.0
0,0,0,0.010912699,5.32016,64,-0.19358801163404527,0.0,1.5025003405291835,0.0
61608076,0,0,0.06854839,3.5542293,32,0.5773502691896257,0.0,1.5849625007211563,0.0
61608100,1,0,0.0,2.807355,7,-1.1547005383792517,0.0,1.5849625007211563,0.0
61608100,1,0,0.06854839,3.4681392,32,0.5773502691896257,0.0,1.5849625007211563,0.0
122277533,0,0,0.06410257,3.0269868,13,-0.43612751994556875,0.0,0.0,1.0
0,0,0,1.0,-0.0,1,-0.6330883354048579,0.0,0.0,0.0
0,0,1,0.048387095,3.6792293,32,-0.12427289546836097,0.0,0.0,0.0
0,0,0,0.0,2.0,4,-0.5838481315400356,0.0,0.0,1.0
